,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state
137,2,This is a strange sport,4216.0,1485,1489,21.2,Run,Run,0.0,3484719294,2020-05-20T19:52:10Z,2020-05-20T15:52:10Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.688923, -74.330915]","[40.688679, -74.329774]",2.839,5.0,True,171.5,186.0,False,True,46.5,37.5,3721400471.0,3721400471,08FEBC6C-DB82-4FE3-9D90-5D2157CBC450.fit,False,0,0,False,52122836,1,a3484719294,c~iwFzmtdMbBiDPk@DYK_@W_@k@o@[SMDOL[d@Wh@yA~DU\YPWKo@c@qA{AQII@SZk@vA_AdBeBzDi@~@iAhCuD`IuAdCqBnESl@ADDHV\`BvAzD|DdBzAfBnBvCnC|@bAPNVJB?FERYjDgHRm@H[Ga@K]KWW_@u@s@gBqAc@_@a@e@[q@f@cAv@qA^e@JCTHj@b@TJPBp@?L@TJ^^NZFTEXIXYb@OL[O_@_@_@m@iAmDI[?OHW~@kBTo@Hm@AIIQUYWUwB}AqAgAyCqC_@e@O]N_@xAyBxAmDVa@TS`@WPAp@d@pAjAXRPUTc@`BsDXc@XYF@\Pf@b@b@p@L\@JSn@Wp@iAtB,2
138,2,Lungs Hurt but wasn't fast,4892.9,1731,1842,26.4,Run,Run,0.0,3478560703,2020-05-19T18:12:39Z,2020-05-19T14:12:39Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.688844, -74.330799]","[40.688483, -74.331016]",2.827,4.2,True,173.0,188.0,False,True,45.4,29.7,3714918781.0,3714918781,B4052F9C-4423-415B-B9FE-3F16ED14CCEA.fit,False,0,0,False,52122836,1,a3478560703,k~iwF|mtdMx@uA|@qBJg@@cABYFQVe@|@gAVg@Ro@Nk@He@Fe@AOW_@yAsAgBmBi@[k@O{@KmAEo@Ke@S}A{@_@[{@{@kCaCaCiCcBsAgAcAkBuBwDmDsAuAe@]WGWAWDSHWPSVgAbBg@d@[NYBc@Ai@Mq@m@}@}@yBmCuA}A}@}@a@WUN}@dAUHi@Hu@@y@Km@C[Ie@UOASZy@vAqAdBWb@Ul@LTxDpDnAtAt@t@dEvDfAtAjDhD~EhFxCjCdBnBzAxAnAfAdBrBdFfFrAzAhC`C\TRHLBNK`@q@v@qB|@oBf@o@ZYTKD?HB\P^^x@bAPLBARYXe@fBgET]PQd@Nb@^n@v@P^@HI\M^eBfD,2
139,2,Longer Boi,6499.7,2340,2400,25.7,Run,Run,0.0,3462243731,2020-05-16T18:34:55Z,2020-05-16T14:34:55Z,(GMT-05:00) America/New_York,-14400.0,,,,1,1,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.688984, -74.330569]","[40.688764, -74.330864]",2.778,8.2,True,175.6,187.0,False,True,45.7,37.5,3697744024.0,3697744024,ECCC78BA-06B6-48FD-A4F3-26E632065815.fit,False,0,0,False,52122836,1,a3462243731,k~iwF~mtdMr@mAp@sATq@Fa@?EKUc@s@Y_@[WE?W^oCtFY^QLO?]O[YcAeAUMGCK@g@z@{@pB_BhDO^EXLXTTzBjBrBxBxCvC~@bAlE`EvDvDhA~@V\^p@d@n@LVDNKn@IXc@|@IXCVDv@EVOb@c@|@eAlBmAhCcBxCmB|DCtACh@e@vBT\|AbB|A~Bb@h@bDfDhAdAjApBfBpBZh@FNUKQOeAyAqDcE_CuC_BaB]c@kAkBgAiA]g@@QF_@l@qB@OCi@Ia@IWOQi@c@OOO[?KD[L]fB}CzAiDLi@e@g@kDyCSZYf@uBbFWf@c@l@QNI@a@U_@[oByBkB_ByEwE}BeC}@gAy@y@QWK[AGDORm@lEqIx@iBbC{Eh@oAz@_CjA{Bt@oBb@s@`AkARQH?NDVNZZn@z@PZLXWz@i@hAPm@j@uA`AiB~@_Br@_BNUNQXF\RXZXd@Th@I^Qd@cBbD,2
140,2,Afternoon Run,4859.9,1672,1675,25.0,Run,Run,,3452084815,2020-05-14T20:35:20Z,2020-05-14T16:35:20Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.688476, -74.331059]","[40.688369, -74.331083]",2.907,4.4,True,175.2,187.0,False,True,46.5,37.5,3687075086.0,3687075086,C0DCD83E-2969-4838-B6E9-C22167BD8940.fit,False,0,0,False,52122836,1,a3452084815,e~iwF|mtdMnB{DLi@FkAFa@Ri@p@kA\u@p@kBLq@KWOUkCmCo@k@c@QWTU\_EnIwDlI}ChGaAzBy@|A{@jBaB|CuDdI}BpESj@HRNR~AtAvE|EhBdB|@`AbB|AbChCTPF@XO\e@lAsCtAeCLc@F]M[SWyAkAqBuBg@{@So@Jk@Pa@|AqCfBuDNi@B[O[QScDoCwA{AqAmAcBkBcByAe@q@Si@AMNa@v@aB\_BB\Gl@Sn@g@pAOf@Tb@\\vAhAXNF?NQNY`C{FPYPS\SVE\RzAzATLL?PQVa@jBqE\e@JIFAd@P\Xh@r@PZ@JIj@Y|@Yj@w@vA,2
141,2,Post ap lit excursion ,4961.5,1767,1892,23.9,Run,Run,0.0,3446858318,2020-05-13T20:40:02Z,2020-05-13T16:40:02Z,(GMT-05:00) America/New_York,-14400.0,,,,0,2,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.688949, -74.3308]","[40.688791, -74.330038]",2.808,4.4,True,168.7,180.0,False,True,45.4,29.8,3681599274.0,3681599274,08C0F7F2-20CC-4BAB-9CB3-5367750A3FDD.fit,False,0,0,False,52122836,1,a3446858318,e~iwF|mtdMx@gBl@yAJa@FsAHa@Pa@|@uAZm@b@sAReAKWOUoBmBcAkAg@_@eA]i@G}ACi@Io@W_Ak@eA}@{C{CaAy@oAoAoEcEiBqBoBmBmBoBk@c@SG[A_@F[NUNSRgA`BWX[PUDW@u@GQCc@_@uAeB{B_CyAeBeCcCe@]WKYIs@D}@Ps@j@a@h@kArBs@fAaBpBOVKVN\rAxAvAnA`BfBbBzAxA~AhC`C~CfDlAfAxGbHxCpCbAfAnAjArA`BhE`EdAjApAhAt@x@x@x@ZVTLJBHG^m@dCyFf@s@ROHC^N^\n@r@h@z@S~@k@tAz@gBv@uBp@}AnAcCNSROL@VHb@\^h@L\FXKp@Qh@oAhC,2
142,2,Briant Park is actually a tooth,3287.5,1076,1155,27.2,Run,Run,0.0,3436427915,2020-05-11T20:50:53Z,2020-05-11T16:50:53Z,(GMT-05:00) America/New_York,-14400.0,,,,2,0,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.713636, -74.337846]","[40.713963, -74.33769]",3.055,5.3,True,165.1,190.0,False,True,66.1,57.6,3670677213.0,3670677213,8EFEA001-C56A-4CEC-B881-C0989AFB409C.fit,False,1,0,False,52122836,1,a3436427915,e{nwFpbvdMeA}@YOOA]B{@VkCXe@AQIKKIUE]AgBQiCCqE@_@BOT[XSTKTBr@Vb@X^b@lAjBPNZN`ARbBLvAe@XGVVNVJX@T]v@c@r@OB_@@k@Cc@MaAe@C@I^Cd@DZJZr@lAV\TLn@ThAd@^R\ZNTBL?RIPQDKAME_BkAeBaA{@k@WC}BAcANwA\]@[EWQQ[Mi@Iq@?m@L_BB}@E}D@c@Fc@`@e@`@UZGnBlAf@d@jAdBXTTLTH~@Nd@Bh@KnAo@X\Xf@JZ@XYf@c@b@YLOBg@@o@IkAg@Kf@?d@D\Pf@\l@b@n@HFdC`Ar@`@LLNVBTELMFO?OA]M_Ag@_DyBUIEBCF,2
143,2,Afternoon Run,5097.2,1842,1846,5.2,Run,Run,,3431722853,2020-05-10T18:42:28Z,2020-05-10T14:42:28Z,(GMT-05:00) America/New_York,-14400.0,,,,1,0,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.667406, -74.317083]","[40.667911, -74.317463]",2.767,4.2,True,176.0,187.0,False,True,22.0,19.1,3665709567.0,3665709567,F3ABE2EF-2328-444F-8CE1-435F584524A2.fit,False,0,0,False,52122836,1,a3431722853,gzewFx`rdMfAaAT]LWDM@c@E_CVa@`AeALU@OAw@G_@M_@Yc@s@m@QSa@{@Om@Ge@Ac@BYHYPWTQx@c@b@_@\e@z@{AVYj@e@T[JYLo@JcAAa@E[GOKOSD_A^e@Jg@D_CH[?[C{Ac@q@I_BCoBLc@Lc@RqA|@kDtBiBtA_@LQ?]K{A{@qAaAg@Og@Ck@Fe@Ji@VQTITC^@TH`@j@|Br@rFVvAD|@HxCLv@ZhAF\Df@FzBDh@RrAAR_@nCEdBBfBFlAJXT\VVXPR@ZCh@OlAm@p@Wf@KzAM~@]v@c@pAyAf@e@|A}@zAeAp@YfA]`@U`@]v@y@PUHSH]AMYW{@k@WWOU]cAS]WQ_@M{@I_@@m@Z}@n@_@f@GL?HBXL`@Vp@\r@~@rA~@dAZNZCl@Un@]p@k@f@i@Xk@H[?IAESMmAk@[US]]sAMSQMc@K{@A_@Ba@TcAv@Y\O^Rz@h@|ANTxAjB^\TNTD\Af@On@g@v@}@x@cAVQJ?JDFHHXETMRUVk@h@wCtBWJM@GAKIGQASD]VU,2
144,2,Ayyyyy we can run under ten minutes with a heart rate below 170,4972.9,1771,1820,22.9,Run,Run,0.0,3413721470,2020-05-07T15:21:14Z,2020-05-07T11:21:14Z,(GMT-05:00) America/New_York,-14400.0,,,,0,2,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.689025, -74.330392]","[40.686955, -74.329218]",2.808,6.8,True,172.6,189.0,False,True,45.8,38.6,3646662741.0,3646662741,825AB9DB-C796-4C59-A11F-7609E9DB134C.fit,False,0,0,False,52122836,1,a3413721470,g~iwFxmtdMbBcDZcAAMWc@{@_A]SQPW^yBvEYb@OLK?UMgAoA]Ya@QMFa@l@eAbCsAlCMZGV?JBPZh@pBdB~AbB|AzAV^\n@N^DR@FMh@[x@s@vAc@n@_B`DGp@Vt@f@p@bBdBjA`AXZXj@D^Ql@yAlCo@`Bk@lA_@j@E?]OUQeBcBiAaA_@a@o@{@uByBwIcISYIU?GF]Pc@j@cAzA_DhBiDxEaK~@gCl@uA~ByElAqCnDeHlAoCr@mAdAoAXSHAZLd@\d@j@LV?FYt@qA~BOZNKNWhAyBZ[L?VHZZ|@pA~@nA`@t@JZ@LKr@Yt@a@n@oAlBe@~@?Fj@nAJ\?HSn@k@dAwCjEYXUJSKa@c@a@o@Uq@EM@KLs@Ri@nCuFPWNQPE`@Th@l@tAtB,2
145,2,I made some pyramids ,4922.1,1624,1699,23.8,Run,Run,0.0,3402443603,2020-05-05T15:33:23Z,2020-05-05T11:33:23Z,(GMT-05:00) America/New_York,-14400.0,,,,3,2,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.688681, -74.330757]","[40.687212, -74.329555]",3.031,5.0,True,176.0,196.0,False,True,45.8,38.5,3635174461.0,3635174461,484D15F9-B924-45AE-8E0A-7224131D4C4C.fit,False,0,0,False,52122836,1,a3402443603,o~iwF`ntdMvAkCVo@Nq@CQSa@s@y@SQKC[`@gCtFW^QLQESM{@_Aq@o@QKI?OVc@fAq@tAeAdCeBzC}@lBeAhBkArCaBbDq@tA{@zAs@`BOh@?FPTjAbAfGpGbCzBtBrB`BdB\X`@TF?h@}@dBcEz@cBTu@W_@[[mA_A}AyAe@[GQ[mAFm@V}@`DwGVu@Ja@KWQUoBiBcAqAeE{DkCkCU_@Uq@E]BQp@oBT}@JQ@XA`@I`@Ur@CT@vBrAlA\RL?PWR_@bAoCf@eAb@m@Z]ZUHAF@\Nd@b@\f@`@x@@JMf@i@|A`@q@Xs@vA{D`@aAl@aAr@y@\Pj@j@j@t@@JOv@e@pAc@bAcAjBg@jAHtA@f@Kh@_@`A?Gn@a@XK`@G`A?n@eA~AuCZi@l@k@XMNE[Lc@X,2
146,2,Lunch Run,4145.9,1474,1543,18.7,Run,Run,,3397150922,2020-05-04T15:43:02Z,2020-05-04T11:43:02Z,(GMT-05:00) America/New_York,-14400.0,,,,0,1,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.689061, -74.330438]","[40.688086, -74.330991]",2.813,4.8,True,176.8,192.0,False,True,45.4,36.9,3629624766.0,3629624766,58656764-AFA1-4A44-8C34-2662BD2676C6.fit,False,0,0,False,52122836,1,a3397150922,y}iwFxmtdMn@_Br@sANq@AMIWa@q@a@a@SKEAUN_@d@yBvEWb@OPK?YQaAkAe@c@UKM?EBQTOVs@fByAzCm@|AIHWQy@cAiBaB}CeDgE_EkAqAkAcAaAaA]SG?QN[f@e@nAcAdDWr@u@fBsAlCQZQPUGQO_AeAIq@ScC~@cCl@yBXu@bC{EZe@HCRDNFfAx@nCtCdApA~D|D|BdCjB`BZRL?JMf@iAV{@L}@DMDR?RGp@Of@m@rAMh@JXZb@`Az@b@VRDZ[x@}An@iBfBcCVSTHVNbAnA\ZJFNINQR_@n@oBb@gA^m@b@]VH`@`@n@|@JTFRCPQd@{@~Am@nA,2
147,2,The mileage and the splits not right ,7091.6,1820,5965,18.7,Run,Run,0.0,3386812595,2020-05-02T16:07:56Z,2020-05-02T12:07:56Z,(GMT-05:00) America/New_York,-14400.0,,,,1,1,1,1,0,False,False,False,False,everyone,False,g5868329,"[40.687211, -74.328899]","[40.68785, -74.328286]",3.896,8.6,True,168.2,195.0,False,True,44.6,30.1,3618691443.0,3618691443,A08960C3-3A41-47F5-BC61-EEFD71910BF1.fit,False,0,0,False,52122836,1,a3386812595,aviwFrjtdMsBoBqAaBe@_@[KQLW^iB|DU`@URKFI?SCMGq@m@q@w@QME?U\s@jBw@rAe@nAU\WT_@NY?WE_@U_AaAa@]}BiCoFiFi@k@mBeBcAkAwGyG_BwAuBaC_B_B}AqAeDmD{KyKy@o@u@gAm@s@uBqBsBgBWEw@EkAYKHa@p@yAlDoAbCSj@Kj@c@h@|@iB|@}BXo@lC{EBCHBXPRHL@|@CXFb@Pd@ZdDvD|BtBn@v@lBfBrBdBnBtBxAvAdAhAjCbCdAjAfBbB`EhEfDtD`HrGrDvDnAxAtApAlBtBh@`@XFZWtAkC~@qA|@cBVWNBXNnApAVPLBNMR[zBmET[VUXHXR\d@n@fA,2
148,2,Leg maintenance ,3243.4,1257,1257,15.8,Run,Run,0.0,3380560048,2020-05-01T15:39:02Z,2020-05-01T11:39:02Z,(GMT-05:00) America/New_York,-14400.0,,,,0,1,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.689095, -74.330451]","[40.686997, -74.329264]",2.58,3.7,True,172.4,186.0,False,True,45.4,38.6,3612128226.0,3612128226,07B45918-1827-4020-8707-41D4E387E33E.fit,False,0,0,False,52122836,1,a3380560048,i~iwF~mtdMrAwCVo@Lc@Ok@Yk@W[]WMDMHY`@q@vAsA|COTQNQGQMkBwBWOK?Yb@}@bCqBlEIX?JN`@VXrCfCzAzAPZFPA\G\Od@iBhDq@xAs@tAWr@N`@z@jABNIZSf@aBnDiAxBa@d@E@OCg@]}AcBwFwFc@k@GQ?IHc@JU|@{A|BuEbAeCzAoCzB_Fh@{AlAwBbA}B\e@v@{@RSFA^L\RrAvAPNX_@LWp@sBj@oA`@o@PSF?^JZZp@hAx@nAb@j@~@fA\h@,2
149,2,I’m absolutely all over the place ,4065.0,1467,1467,21.1,Run,Run,0.0,3372452260,2020-04-29T19:25:12Z,2020-04-29T15:25:12Z,(GMT-05:00) America/New_York,-14400.0,,,,0,1,1,1,0,False,False,False,False,everyone,False,g5868329,"[40.687974, -74.327703]","[40.687509, -74.33]",2.771,4.3,True,174.5,188.0,False,True,45.4,30.0,3603607447.0,3603607447,65312304-7FD7-4827-8093-28C53F240FDB.fit,False,0,0,False,52122836,1,a3372452260,yziwFdctdMn@eAt@gAP[t@gBNq@KYOUiAkAgA}AYY[Qa@Oi@Mu@GqA?m@Kc@SqAw@gAy@gC}B}B_CwCoC_DeDeHwG_@SWES?a@F[RWZi@|@eAhAS`@EPA\@XJj@?VALa@vAUlAMd@o@hBIj@?PNVdA`AbArA\n@Rh@?FIb@iA~BMb@?PX\h@d@\VVLNMHOv@oBNYPOLBDRGXILo@p@S`@O^I^JTf@j@|@x@|@`AfBvAfAjAhAbAj@l@t@~@pBfBhBpBd@\RIPS~B{EhA}AZW^VfBhBPJJGNQT_@tBcFX_@RKb@Lb@^\d@N\BPG`@St@wAzC,2
150,2,Slow and steady,4868.4,1730,1801,21.8,Run,Run,0.0,3366295159,2020-04-28T15:12:30Z,2020-04-28T11:12:30Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.688922, -74.3307]","[40.687809, -74.33038]",2.814,4.1,True,176.0,187.0,False,True,45.4,38.6,3597188268.0,3597188268,DDA0228B-4490-4004-B14C-68590B054CA1.fit,False,0,0,False,52122836,1,a3366295159,k~iwF|mtdM|BsDZ_@\Ff@TJB|AoCx@oA`@{@Lk@Ie@Wa@_BaB{AmB{@_Au@o@a@QK@UZq@vAyA`CcCnEqB~EgAdCcArBmApC[x@kAhBeBdEiA|BQb@ERt@dAVf@C^I^Q`@w@rAaAlBy@rAO^?FLd@^j@n@h@tB|AFBDERYxAkDRi@OSo@q@Yi@D_@Lg@`@aAbB_Dv@}AHa@Rk@fAcBTe@L_@?GGQ_@i@aGaGYg@g@kACKBOdAuBNc@DWC@i@nAo@lAOf@R`@`@b@xAnATJJDDARQP[jCcGV_@XYNIXHTN~@z@l@z@BPIh@Ur@Wj@Lu@d@sAlDgHP[LMP@VH^TTVT`@N`@BTMd@MX}B~Dq@bBI^VtABb@y@xATSd@k@VOV@v@\F?BCNQp@mArAwBlAaC]h@,2
151,2,It’s a chilly monday,4066.4,1397,1475,19.5,Run,Run,0.0,3361797328,2020-04-27T15:38:09Z,2020-04-27T11:38:09Z,(GMT-05:00) America/New_York,-14400.0,,,,1,0,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.68866, -74.330898]","[40.688999, -74.330419]",2.911,4.9,True,178.0,190.0,False,True,45.4,36.8,3592430164.0,3592430164,D997BE32-93C1-415B-86EF-D750557F130A.fit,False,0,0,False,52122836,1,a3361797328,{}iwFxmtdM`BeDLc@@YAUGWYc@i@g@c@OI@KJW\gCvFYb@SESOiBiBYMK?UZo@`BcA`Bu@hBQPMHUDQCUOiAiAy@g@WUy@y@cBmBoAkAoAuAeA}@iDaDSMSGY\Yj@o@lBw@dC]`AqAbCy@nBW^G@KCUOy@gAq@u@Qe@Ee@Jm@fAyBVu@^{AVq@fCiFRYPSVFPJdAdArAz@`CrBz@z@jAvAfDtDhC~BXPF@JGRWLYXw@ToADMDCBN@NIn@Qj@o@vAI\?PNVRPhA|@`@VLBZ]jAsBnAqCf@o@f@[JCD@^PfAzARNPJRUh@cAv@sBb@_AZc@ROJC^Rd@d@\r@Lf@?LMj@Uj@oA`C,2
152,2,Afternoon Run,4853.4,1737,1741,23.8,Run,Run,,3352885379,2020-04-25T19:37:09Z,2020-04-25T15:37:09Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.688888, -74.33054]","[40.687711, -74.330343]",2.794,4.3,True,175.9,188.0,False,True,45.8,38.6,3582964364.0,3582964364,5048C024-B92E-4989-9EBF-B1CA31A44FDB.fit,False,0,0,False,52122836,1,a3352885379,o~iwF|mtdMf@}@fA{BVq@Q[gAmAa@YQLW\Yj@qAfDYh@[VMCWOaBcBYSGCE?QXq@bBsBfESh@I\@JPT|@x@xC|CnAlA|AfB`G~FrD~C|A|AjCpCQf@u@zAMb@C`@Hv@?PG\KZgDjG_AnB{AtCo@~@i@d@]M]W[c@GOAINs@vAmDhBmDHY?GEKY_@oA_Aq@m@cBwBoDcDW[e@{@SWQKm@Y[UeAoAqBoBwA}AsAmAW[K[Ro@lCgFhAeCp@oBhAqB|@qB`@s@Xa@z@_AFFVJTJhA|@n@^tAqC|@sBT]LKD?VJl@b@`@h@Vh@BZOh@{AxCmArCI^CVDnACZI`@a@|@AEl@{@NOLIXAt@XLBDCR[z@iBjC_EO`@,2
153,2,Little by little ,3243.3,1154,1159,19.9,Run,Run,0.0,3338071741,2020-04-22T20:16:06Z,2020-04-22T16:16:06Z,(GMT-05:00) America/New_York,-14400.0,,,,0,2,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.688458, -74.331051]","[40.687462, -74.329948]",2.81,4.3,True,173.1,186.0,False,True,45.4,38.6,3567496926.0,3567496926,8542FFA0-9E73-435B-AE68-4E6BC25A24A5.fit,False,0,0,False,52122836,1,a3338071741,s}iwFtmtdMr@qAt@_BHa@DmAFc@Re@v@wARe@n@iBJs@M[OYoBgCs@o@UMWGE?SPa@h@wFlKgCjFiAjDyBnEIXEZJZ\`@x@h@Z\PZ^~@H\AFI^Uh@Wd@w@fAQZmAzC]p@YXOBe@Wm@m@cBmBU_@CQH_@LYl@gA~BsEh@oAt@qBtAcClA{Cb@u@NO\BXJ`@VfAfAZNZa@`@w@xAsD\a@JIHB\P\^p@bAFLBNKf@Ob@c@bAq@rA,2
154,2,Feet test again yay,1798.8,653,656,10.2,Run,Run,0.0,3333238698,2020-04-21T21:19:10Z,2020-04-21T17:19:10Z,(GMT-05:00) America/New_York,-14400.0,,,,0,1,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.687517, -74.329852]","[40.687809, -74.330274]",2.755,4.5,True,158.5,168.0,False,True,45.4,38.6,3562441637.0,3562441637,1E190AFC-276B-46BA-870A-69F5EABDCCD1.fit,False,0,0,False,52122836,1,a3333238698,eviwFlntdMTi@FWi@yAAKBOZw@jAgBv@yAZy@He@I[OW{A_BoAeBa@e@_BaB[QSEQHSP]b@[j@wA|Cy@vAs@bBgAnBm@zAMf@Xb@zA|ATPPDLQP]bAgChAoBRSDCN@VHXTZ`@Xd@Ph@Ol@MZ}@~Ag@dA,2
155,2,Afternoon Walk,1467.1,1155,1249,10.6,Walk,Walk,,3333238703,2020-04-20T18:16:19Z,2020-04-20T14:16:19Z,(GMT-05:00) America/New_York,-14400.0,,,,0,1,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.687753, -74.330654]","[40.687908, -74.330098]",1.27,2.4,True,89.1,125.0,False,True,45.4,38.7,3562441625.0,3562441625,920ABD84-36C7-4076-939A-CFEDB8BD7AB0.fit,False,0,0,False,52122836,1,a3333238703,s}iwFtmtdMHQV]J[BCHQB]\w@Nm@M_@Ya@IU[[IWG@QPOZOFIAOb@SXOj@_@`@Qd@GVUXO`@CBI@YGQQEMUK[e@a@]MQGCCB?D\XBLr@h@b@^^PLEHIb@{@VgALOFWJY`@o@H]\_@HEF?RNZb@RPTXj@t@r@p@N\RXTJVZJT@R]jA,2
156,2,Casual stroll,2131.6,1761,2149,15.3,Walk,Walk,,3324063637,2020-04-19T21:10:20Z,2020-04-19T17:10:20Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.68774, -74.330409]","[40.687979, -74.330274]",1.21,2.6,True,85.1,93.0,False,True,45.4,38.7,3552784364.0,3552784364,1A52B659-2695-4296-9D6B-01A3C8626703.fit,False,0,0,False,52122836,1,a3324063637,kviwFnntdMb@aACMYYIO[UEK[[GO_@Yg@y@MGMYSWIGGQQWEHOHY^Ob@]j@Wp@Wd@SVUl@G\IHG?WIo@o@MIQWMKc@s@GEEADNDFVHJN^Zf@p@\ZD?NMn@kAVs@?MTc@HUVc@X[Rm@HIJ@VPLVNPLTZZRLLT@PU^GP[b@GTIFOd@ONIJc@bAUr@e@v@GN?`@FT\h@h@n@HFRHVCJKZg@VWVs@DGBBHSb@o@LYZa@Zs@NMBSCQMSOOGWQOU_@QOIUKIWGGBGHIVKPSv@ORENS\UZ,2
157,2,This is annoying ,2774.9,1005,1070,11.0,Run,Run,0.0,3303859528,2020-04-15T18:04:08Z,2020-04-15T14:04:08Z,(GMT-05:00) America/New_York,-14400.0,,,,0,7,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.686993, -74.329363]","[40.687904, -74.327992]",2.761,7.7,True,169.2,182.0,False,True,44.5,38.6,3531467176.0,3531467176,B03801C0-BF10-4E93-A6B3-570F6DF46BDF.fit,False,0,0,False,52122836,1,a3303859528,utiwFpmtdMiAyB@IVu@^}@lAmBf@}@Na@FYIUS]gAoAyAoBiCyCWQQCEBKRg@xAeA`BqAbCcA~Bo@jBeBbDyAvDwBjEJPNLfCvBdApAdAfACj@Mn@y@`Cq@|A{AxBc@~@MTCAe@UaAu@gB_Be@i@iAaBO]D[Ne@x@{A|@yBtAoCNc@Hg@J[b@k@`@s@`@}@`AeCTc@V]TSHA\H`@ZvAvAVPNORYxB{ER_@PWDCH@^R\Xh@l@,2
158,2,Easy+strides ,3823.3,1382,1466,19.6,Run,Run,0.0,3299125172,2020-04-14T18:09:17Z,2020-04-14T14:09:17Z,(GMT-05:00) America/New_York,-14400.0,,,,0,2,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.688552, -74.330964]","[40.688948, -74.330294]",2.766,4.8,True,163.6,180.0,False,True,45.4,36.9,3526494025.0,3526494025,1F0F6AD8-395B-4DFA-AF1D-3144430FB6A2,False,0,0,False,52122836,1,a3299125172,y}iwFpmtdMJOXo@Ze@|@iBCO{@_A[i@Y]OEI?Un@Yj@i@rAGReAzBOVEDMAMQ]Yk@m@aAoAKFm@tASn@_@l@[z@y@jBW^Sh@IJE?yA{AuA}Am@e@UWS]_@Yu@{@_@Y]a@SQs@_A{AsA_AcA[Qe@g@UOc@g@_@[G?SFQRIPKr@Qb@UvAs@~BOVKHe@nASTU\e@lAGXSb@KHMCiAqAiA_A]c@EID[DOpAeBL]Pk@@[Po@|@eCXe@L_@lAkB`@_AB?hAz@THXPf@`@t@t@Xb@hB`Br@~@NHd@f@HD\`@b@n@|@r@z@v@~AfBt@h@x@`Af@`@d@f@b@ZJBDERWj@yA~@oBZg@Rm@Tg@JM^MJ?L@LDv@~@\j@ZRF@L?PUFO`@oATc@f@iAf@}@TQTGRJp@p@d@r@DP@PEXSl@aBxC,2
159,2,First Run from heel injury ,3244.4,1238,1283,13.4,Run,Run,0.0,3291254680,2020-04-12T21:34:54Z,2020-04-12T17:34:54Z,(GMT-05:00) America/New_York,-14400.0,,,,0,1,0,1,0,False,False,False,False,everyone,False,g5868329,"[40.687189, -74.329671]","[40.688654, -74.329848]",2.621,4.3,True,165.5,178.0,False,True,45.6,38.6,3518198743.0,3518198743,F1FD9636-2CCF-4AE0-9A1F-BD1031ACEFB0,False,0,0,False,52122836,1,a3291254680,wuiwFjntdMNs@AQEK[a@OKMUIEMSu@u@Ua@UYYc@UO]c@G?SPg@|@MNSh@KNUt@[f@AZWd@IDU?UOOEOIi@k@s@cAOMWb@_@~@OXOd@MZGJOPe@nASVGVMTM^@LFNNTTLVTF^M`@OXG\qA`CQj@[f@Wr@OR[p@u@pA]tAc@|@_@~@_@f@_@n@c@rAYr@BF^RdAz@TNd@d@X`@VNPPvBfB`@f@HLVVXLFANSf@iAX_AzAqD\o@F_@EQ[_@[eA@_@D]dAeCrAoCXc@f@aB@SOU{BeBuBsBIMMk@[c@SOUMSSc@_@KMDe@Ri@|@oAl@gBxAsCL?~@b@z@~@^\HDJ@DEPo@v@_Br@gBNWJWJKL?HD|@t@v@z@LXGPe@~@U|@k@fA,2
